Date,Crop,Mandi,Modal_Price
2024-10-16,Apple,Mumbai,2636
2024-10-17,Apple,Mumbai,2639
2024-10-18,Apple,Mumbai,2643
2024-10-19,Apple,Mumbai,2667
2024-10-20,Apple,Mumbai,2662
2024-10-21,Apple,Mumbai,2643
2024-10-22,Apple,Mumbai,2627
2024-10-23,Apple,Mumbai,2617
2024-10-24,Apple,Mumbai,2599
2024-10-25,Apple,Mumbai,2584
2024-10-26,Apple,Mumbai,2585
2024-10-27,Apple,Mumbai,2581
2024-10-28,Apple,Mumbai,2578
2024-10-29,Apple,Mumbai,2573
2024-10-30,Apple,Mumbai,2565
2024-10-31,Apple,Mumbai,2566
2024-11-01,Apple,Mumbai,2548
2024-11-02,Apple,Mumbai,2566
2024-11-03,Apple,Mumbai,2561
2024-11-04,Apple,Mumbai,2553
2024-11-05,Apple,Mumbai,2567
2024-11-06,Apple,Mumbai,2582
2024-11-07,Apple,Mumbai,2568
2024-11-08,Apple,Mumbai,2570
2024-11-09,Apple,Mumbai,2594
2024-11-10,Apple,Mumbai,2597
2024-11-11,Apple,Mumbai,2606
2024-11-12,Apple,Mumbai,2593
2024-11-13,Apple,Mumbai,2601
2024-11-14,Apple,Mumbai,2608
2024-11-15,Apple,Mumbai,2597
2024-11-16,Apple,Mumbai,2607
2024-11-17,Apple,Mumbai,2623
2024-11-18,Apple,Mumbai,2629
2024-11-19,Apple,Mumbai,2611
2024-11-20,Apple,Mumbai,2602
2024-11-21,Apple,Mumbai,2612
2024-11-22,Apple,Mumbai,2609
2024-11-23,Apple,Mumbai,2610
2024-11-24,Apple,Mumbai,2615
2024-11-25,Apple,Mumbai,2618
2024-11-26,Apple,Mumbai,2625
2024-11-27,Apple,Mumbai,2622
2024-11-28,Apple,Mumbai,2609
2024-11-29,Apple,Mumbai,2616
2024-11-30,Apple,Mumbai,2599
2024-12-01,Apple,Mumbai,2583
2024-12-02,Apple,Mumbai,2579
2024-12-03,Apple,Mumbai,2565
2024-12-04,Apple,Mumbai,2554
2024-12-05,Apple,Mumbai,2536
2024-12-06,Apple,Mumbai,2538
2024-12-07,Apple,Mumbai,2545
2024-12-08,Apple,Mumbai,2553
2024-12-09,Apple,Mumbai,2536
2024-12-10,Apple,Mumbai,2558
2024-12-11,Apple,Mumbai,2571
2024-12-12,Apple,Mumbai,2589
2024-12-13,Apple,Mumbai,2589
2024-12-14,Apple,Mumbai,2608
2024-12-15,Apple,Mumbai,2615
2024-12-16,Apple,Mumbai,2619
2024-12-17,Apple,Mumbai,2617
2024-12-18,Apple,Mumbai,2599
2024-12-19,Apple,Mumbai,2580
2024-12-20,Apple,Mumbai,2584
2024-12-21,Apple,Mumbai,2598
2024-12-22,Apple,Mumbai,2602
2024-12-23,Apple,Mumbai,2596
2024-12-24,Apple,Mumbai,2595
2024-12-25,Apple,Mumbai,2602
2024-12-26,Apple,Mumbai,2602
2024-12-27,Apple,Mumbai,2594
2024-12-28,Apple,Mumbai,2579
2024-12-29,Apple,Mumbai,2579
2024-12-30,Apple,Mumbai,2581
2024-12-31,Apple,Mumbai,2599
2025-01-01,Apple,Mumbai,2589
2025-01-02,Apple,Mumbai,2614
2025-01-03,Apple,Mumbai,2610
2025-01-04,Apple,Mumbai,2611
2025-01-05,Apple,Mumbai,2598
2025-01-06,Apple,Mumbai,2598
2025-01-07,Apple,Mumbai,2583
2025-01-08,Apple,Mumbai,2575
2025-01-09,Apple,Mumbai,2587
2025-01-10,Apple,Mumbai,2606
2025-01-11,Apple,Mumbai,2594
2025-01-12,Apple,Mumbai,2586
2025-01-13,Apple,Mumbai,2608
2025-01-14,Apple,Mumbai,2604
2025-01-15,Apple,Mumbai,2593
2025-01-16,Apple,Mumbai,2575
2025-01-17,Apple,Mumbai,2562
2025-01-18,Apple,Mumbai,2545
2025-01-19,Apple,Mumbai,2543
2025-01-20,Apple,Mumbai,2547
2025-01-21,Apple,Mumbai,2543
2025-01-22,Apple,Mumbai,2532
2025-01-23,Apple,Mumbai,2513
2025-01-24,Apple,Mumbai,2509
2025-01-25,Apple,Mumbai,2514
2025-01-26,Apple,Mumbai,2527
2025-01-27,Apple,Mumbai,2520
2025-01-28,Apple,Mumbai,2519
2025-01-29,Apple,Mumbai,2523
2025-01-30,Apple,Mumbai,2507
2025-01-31,Apple,Mumbai,2502
2025-02-01,Apple,Mumbai,2486
2025-02-02,Apple,Mumbai,2506
2025-02-03,Apple,Mumbai,2506
2025-02-04,Apple,Mumbai,2491
2025-02-05,Apple,Mumbai,2516
2025-02-06,Apple,Mumbai,2537
2025-02-07,Apple,Mumbai,2553
2025-02-08,Apple,Mumbai,2567
2025-02-09,Apple,Mumbai,2557
2025-02-10,Apple,Mumbai,2564
2025-02-11,Apple,Mumbai,2544
2025-02-12,Apple,Mumbai,2566
2025-02-13,Apple,Mumbai,2586
2025-02-14,Apple,Mumbai,2606
2025-02-15,Apple,Mumbai,2608
2025-02-16,Apple,Mumbai,2609
2025-02-17,Apple,Mumbai,2597
2025-02-18,Apple,Mumbai,2580
2025-02-19,Apple,Mumbai,2585
2025-02-20,Apple,Mumbai,2591
2025-02-21,Apple,Mumbai,2616
2025-02-22,Apple,Mumbai,2616
2025-02-23,Apple,Mumbai,2615
2025-02-24,Apple,Mumbai,2633
2025-02-25,Apple,Mumbai,2633
2025-02-26,Apple,Mumbai,2657
2025-02-27,Apple,Mumbai,2655
2025-02-28,Apple,Mumbai,2678
2025-03-01,Apple,Mumbai,2703
2025-03-02,Apple,Mumbai,2686
2025-03-03,Apple,Mumbai,2666
2025-03-04,Apple,Mumbai,2680
2025-03-05,Apple,Mumbai,2697
2025-03-06,Apple,Mumbai,2702
2025-03-07,Apple,Mumbai,2708
2025-03-08,Apple,Mumbai,2707
2025-03-09,Apple,Mumbai,2687
2025-03-10,Apple,Mumbai,2698
2025-03-11,Apple,Mumbai,2688
2025-03-12,Apple,Mumbai,2704
2025-03-13,Apple,Mumbai,2711
2025-03-14,Apple,Mumbai,2699
2025-03-15,Apple,Mumbai,2694
2025-03-16,Apple,Mumbai,2675
2025-03-17,Apple,Mumbai,2658
2025-03-18,Apple,Mumbai,2671
2025-03-19,Apple,Mumbai,2676
2025-03-20,Apple,Mumbai,2670
2025-03-21,Apple,Mumbai,2672
2025-03-22,Apple,Mumbai,2682
2025-03-23,Apple,Mumbai,2673
2025-03-24,Apple,Mumbai,2657
2025-03-25,Apple,Mumbai,2671
2025-03-26,Apple,Mumbai,2660
2025-03-27,Apple,Mumbai,2673
2025-03-28,Apple,Mumbai,2682
2025-03-29,Apple,Mumbai,2706
2025-03-30,Apple,Mumbai,2688
2025-03-31,Apple,Mumbai,2674
2025-04-01,Apple,Mumbai,2689
2025-04-02,Apple,Mumbai,2712
2025-04-03,Apple,Mumbai,2728
2025-04-04,Apple,Mumbai,2739
2025-04-05,Apple,Mumbai,2750
2025-04-06,Apple,Mumbai,2760
2025-04-07,Apple,Mumbai,2757
2025-04-08,Apple,Mumbai,2766
2025-04-09,Apple,Mumbai,2786
2025-04-10,Apple,Mumbai,2801
2025-04-11,Apple,Mumbai,2791
2025-04-12,Apple,Mumbai,2789
2025-04-13,Apple,Mumbai,2778
2025-04-14,Apple,Mumbai,2788
2025-04-15,Apple,Mumbai,2783
2025-04-16,Apple,Mumbai,2780
2025-04-17,Apple,Mumbai,2790
2025-04-18,Apple,Mumbai,2801
2025-04-19,Apple,Mumbai,2817
2025-04-20,Apple,Mumbai,2824
2025-04-21,Apple,Mumbai,2840
2025-04-22,Apple,Mumbai,2850
2025-04-23,Apple,Mumbai,2860
2025-04-24,Apple,Mumbai,2850
2025-04-25,Apple,Mumbai,2866
2025-04-26,Apple,Mumbai,2887
2025-04-27,Apple,Mumbai,2892
2025-04-28,Apple,Mumbai,2877
2025-04-29,Apple,Mumbai,2871
2025-04-30,Apple,Mumbai,2881
2025-05-01,Apple,Mumbai,2862
2025-05-02,Apple,Mumbai,2862
2025-05-03,Apple,Mumbai,2861
2025-05-04,Apple,Mumbai,2841
2025-05-05,Apple,Mumbai,2830
2025-05-06,Apple,Mumbai,2810
2025-05-07,Apple,Mumbai,2806
2025-05-08,Apple,Mumbai,2808
2025-05-09,Apple,Mumbai,2832
2025-05-10,Apple,Mumbai,2852
2025-05-11,Apple,Mumbai,2853
2025-05-12,Apple,Mumbai,2878
2025-05-13,Apple,Mumbai,2890
2025-05-14,Apple,Mumbai,2909
2025-05-15,Apple,Mumbai,2922
2025-05-16,Apple,Mumbai,2919
2025-05-17,Apple,Mumbai,2932
2025-05-18,Apple,Mumbai,2953
2025-05-19,Apple,Mumbai,2940
2025-05-20,Apple,Mumbai,2947
2025-05-21,Apple,Mumbai,2941
2025-05-22,Apple,Mumbai,2954
2025-05-23,Apple,Mumbai,2939
2025-05-24,Apple,Mumbai,2947
2025-05-25,Apple,Mumbai,2967
2025-05-26,Apple,Mumbai,2976
2025-05-27,Apple,Mumbai,2986
2025-05-28,Apple,Mumbai,2968
2025-05-29,Apple,Mumbai,2969
2025-05-30,Apple,Mumbai,2993
2025-05-31,Apple,Mumbai,2973
2025-06-01,Apple,Mumbai,2977
2025-06-02,Apple,Mumbai,2968
2025-06-03,Apple,Mumbai,2968
2025-06-04,Apple,Mumbai,2976
2025-06-05,Apple,Mumbai,2970
2025-06-06,Apple,Mumbai,2984
2025-06-07,Apple,Mumbai,3001
2025-06-08,Apple,Mumbai,3012
2025-06-09,Apple,Mumbai,3025
2025-06-10,Apple,Mumbai,3018
2025-06-11,Apple,Mumbai,3018
2025-06-12,Apple,Mumbai,3012
2025-06-13,Apple,Mumbai,3010
2025-06-14,Apple,Mumbai,2997
2025-06-15,Apple,Mumbai,3010
2025-06-16,Apple,Mumbai,3001
2025-06-17,Apple,Mumbai,2988
2025-06-18,Apple,Mumbai,3007
2025-06-19,Apple,Mumbai,3005
2025-06-20,Apple,Mumbai,3030
2025-06-21,Apple,Mumbai,3020
2025-06-22,Apple,Mumbai,3017
2025-06-23,Apple,Mumbai,3018
2025-06-24,Apple,Mumbai,3025
2025-06-25,Apple,Mumbai,3032
2025-06-26,Apple,Mumbai,3054
2025-06-27,Apple,Mumbai,3038
2025-06-28,Apple,Mumbai,3019
2025-06-29,Apple,Mumbai,3031
2025-06-30,Apple,Mumbai,3032
2025-07-01,Apple,Mumbai,3044
2025-07-02,Apple,Mumbai,3043
2025-07-03,Apple,Mumbai,3041
2025-07-04,Apple,Mumbai,3043
2025-07-05,Apple,Mumbai,3053
2025-07-06,Apple,Mumbai,3052
2025-07-07,Apple,Mumbai,3051
2025-07-08,Apple,Mumbai,3032
2025-07-09,Apple,Mumbai,3055
2025-07-10,Apple,Mumbai,3053
2025-07-11,Apple,Mumbai,3055
2025-07-12,Apple,Mumbai,3061
2025-07-13,Apple,Mumbai,3043
2025-07-14,Apple,Mumbai,3061
2025-07-15,Apple,Mumbai,3057
2025-07-16,Apple,Mumbai,3054
2025-07-17,Apple,Mumbai,3066
2025-07-18,Apple,Mumbai,3073
2025-07-19,Apple,Mumbai,3090
2025-07-20,Apple,Mumbai,3087
2025-07-21,Apple,Mumbai,3102
2025-07-22,Apple,Mumbai,3094
2025-07-23,Apple,Mumbai,3098
2025-07-24,Apple,Mumbai,3112
2025-07-25,Apple,Mumbai,3128
2025-07-26,Apple,Mumbai,3141
2025-07-27,Apple,Mumbai,3128
2025-07-28,Apple,Mumbai,3128
2025-07-29,Apple,Mumbai,3151
2025-07-30,Apple,Mumbai,3145
2025-07-31,Apple,Mumbai,3125
2025-08-01,Apple,Mumbai,3114
2025-08-02,Apple,Mumbai,3114
2025-08-03,Apple,Mumbai,3108
2025-08-04,Apple,Mumbai,3108
2025-08-05,Apple,Mumbai,3098
2025-08-06,Apple,Mumbai,3118
2025-08-07,Apple,Mumbai,3116
2025-08-08,Apple,Mumbai,3124
2025-08-09,Apple,Mumbai,3136
2025-08-10,Apple,Mumbai,3132
2025-08-11,Apple,Mumbai,3129
2025-08-12,Apple,Mumbai,3145
2025-08-13,Apple,Mumbai,3140
2025-08-14,Apple,Mumbai,3127
2025-08-15,Apple,Mumbai,3117
2025-08-16,Apple,Mumbai,3099
2025-08-17,Apple,Mumbai,3115
2025-08-18,Apple,Mumbai,3136
2025-08-19,Apple,Mumbai,3159
2025-08-20,Apple,Mumbai,3170
2025-08-21,Apple,Mumbai,3156
2025-08-22,Apple,Mumbai,3141
2025-08-23,Apple,Mumbai,3149
2025-08-24,Apple,Mumbai,3151
2025-08-25,Apple,Mumbai,3158
2025-08-26,Apple,Mumbai,3181
2025-08-27,Apple,Mumbai,3165
2025-08-28,Apple,Mumbai,3188
2025-08-29,Apple,Mumbai,3207
2025-08-30,Apple,Mumbai,3209
2025-08-31,Apple,Mumbai,3212
2025-09-01,Apple,Mumbai,3196
2025-09-02,Apple,Mumbai,3221
2025-09-03,Apple,Mumbai,3205
2025-09-04,Apple,Mumbai,3197
2025-09-05,Apple,Mumbai,3215
2025-09-06,Apple,Mumbai,3236
2025-09-07,Apple,Mumbai,3245
2025-09-08,Apple,Mumbai,3239
2025-09-09,Apple,Mumbai,3262
2025-09-10,Apple,Mumbai,3285
2025-09-11,Apple,Mumbai,3285
2025-09-12,Apple,Mumbai,3271
2025-09-13,Apple,Mumbai,3259
2025-09-14,Apple,Mumbai,3239
2025-09-15,Apple,Mumbai,3263
2025-09-16,Apple,Mumbai,3249
2025-09-17,Apple,Mumbai,3256
2025-09-18,Apple,Mumbai,3253
2025-09-19,Apple,Mumbai,3264
2025-09-20,Apple,Mumbai,3288
2025-09-21,Apple,Mumbai,3292
2025-09-22,Apple,Mumbai,3273
2025-09-23,Apple,Mumbai,3292
2025-09-24,Apple,Mumbai,3283
2025-09-25,Apple,Mumbai,3305
2025-09-26,Apple,Mumbai,3313
2025-09-27,Apple,Mumbai,3310
2025-09-28,Apple,Mumbai,3326
2025-09-29,Apple,Mumbai,3318
2025-09-30,Apple,Mumbai,3329
2025-10-01,Apple,Mumbai,3310
2025-10-02,Apple,Mumbai,3295
2025-10-03,Apple,Mumbai,3319
2025-10-04,Apple,Mumbai,3323
2025-10-05,Apple,Mumbai,3318
2025-10-06,Apple,Mumbai,3327
2025-10-07,Apple,Mumbai,3322
2025-10-08,Apple,Mumbai,3339
2025-10-09,Apple,Mumbai,3335
2025-10-10,Apple,Mumbai,3319
2025-10-11,Apple,Mumbai,3299
2025-10-12,Apple,Mumbai,3294
2025-10-13,Apple,Mumbai,3280
2025-10-14,Apple,Mumbai,3271
2025-10-15,Apple,Mumbai,3276
2025-10-16,Apple,Mumbai,3290
2025-10-17,Apple,Mumbai,3307
2025-10-18,Apple,Mumbai,3315
2025-10-19,Apple,Mumbai,3301
2025-10-20,Apple,Mumbai,3295
2025-10-21,Apple,Mumbai,3294
2025-10-22,Apple,Mumbai,3308
2025-10-23,Apple,Mumbai,3298
2025-10-24,Apple,Mumbai,3319
2025-10-25,Apple,Mumbai,3339
2025-10-26,Apple,Mumbai,3351
2025-10-27,Apple,Mumbai,3366
2025-10-28,Apple,Mumbai,3385
2025-10-29,Apple,Mumbai,3383
2025-10-30,Apple,Mumbai,3368
2025-10-31,Apple,Mumbai,3362
2025-11-01,Apple,Mumbai,3372
2025-11-02,Apple,Mumbai,3374
2025-11-03,Apple,Mumbai,3362
2025-11-04,Apple,Mumbai,3358
2025-11-05,Apple,Mumbai,3374
2025-11-06,Apple,Mumbai,3367
2025-11-07,Apple,Mumbai,3353
2025-11-08,Apple,Mumbai,3336
2025-11-09,Apple,Mumbai,3350
2025-11-10,Apple,Mumbai,3338
2025-11-11,Apple,Mumbai,3328
2025-11-12,Apple,Mumbai,3317
2025-11-13,Apple,Mumbai,3328
2025-11-14,Apple,Mumbai,3344
2025-11-15,Apple,Mumbai,3329
2025-11-16,Apple,Mumbai,3353
2025-11-17,Apple,Mumbai,3345
2025-11-18,Apple,Mumbai,3349
2025-11-19,Apple,Mumbai,3332
2025-11-20,Apple,Mumbai,3356
2025-11-21,Apple,Mumbai,3367
2025-11-22,Apple,Mumbai,3351
2025-11-23,Apple,Mumbai,3345
2025-11-24,Apple,Mumbai,3342
2025-11-25,Apple,Mumbai,3361
2025-11-26,Apple,Mumbai,3354
2025-11-27,Apple,Mumbai,3355
2025-11-28,Apple,Mumbai,3341
2025-11-29,Apple,Mumbai,3324
2025-11-30,Apple,Mumbai,3309
2025-12-01,Apple,Mumbai,3327
2025-12-02,Apple,Mumbai,3328
2025-12-03,Apple,Mumbai,3335
2025-12-04,Apple,Mumbai,3319
2025-12-05,Apple,Mumbai,3327
2025-12-06,Apple,Mumbai,3321
2025-12-07,Apple,Mumbai,3322
2025-12-08,Apple,Mumbai,3341
2025-12-09,Apple,Mumbai,3330
2025-12-10,Apple,Mumbai,3328
2025-12-11,Apple,Mumbai,3308
2025-12-12,Apple,Mumbai,3326
2025-12-13,Apple,Mumbai,3347
2025-12-14,Apple,Mumbai,3364
2025-12-15,Apple,Mumbai,3348
2025-12-16,Apple,Mumbai,3358
2025-12-17,Apple,Mumbai,3380
2025-12-18,Apple,Mumbai,3400
2025-12-19,Apple,Mumbai,3410
2025-12-20,Apple,Mumbai,3403
2025-12-21,Apple,Mumbai,3405
2025-12-22,Apple,Mumbai,3405
2025-12-23,Apple,Mumbai,3415
2025-12-24,Apple,Mumbai,3437
2025-12-25,Apple,Mumbai,3453
2025-12-26,Apple,Mumbai,3463
2025-12-27,Apple,Mumbai,3485
2025-12-28,Apple,Mumbai,3478
2025-12-29,Apple,Mumbai,3492
2025-12-30,Apple,Mumbai,3483
2025-12-31,Apple,Mumbai,3501
2024-01-01,Apple,Nagpur,1925
2024-01-02,Apple,Nagpur,1924
2024-01-03,Apple,Nagpur,1947
2024-01-04,Apple,Nagpur,1954
2024-01-05,Apple,Nagpur,1976
2024-01-06,Apple,Nagpur,1977
2024-01-07,Apple,Nagpur,1983
2024-01-08,Apple,Nagpur,1984
2024-01-09,Apple,Nagpur,1993
2024-01-10,Apple,Nagpur,2000
2024-01-11,Apple,Nagpur,1990
2024-01-12,Apple,Nagpur,1996
2024-01-13,Apple,Nagpur,1987
2024-01-14,Apple,Nagpur,1970
2024-01-15,Apple,Nagpur,1974
2024-01-16,Apple,Nagpur,1973
2024-01-17,Apple,Nagpur,1975
2024-01-18,Apple,Nagpur,1973
2024-01-19,Apple,Nagpur,1969
2024-01-20,Apple,Nagpur,1960
2024-01-21,Apple,Nagpur,1979
2024-01-22,Apple,Nagpur,1969
2024-01-23,Apple,Nagpur,1988
2024-01-24,Apple,Nagpur,1972
2024-01-25,Apple,Nagpur,1979
2024-01-26,Apple,Nagpur,1967
2024-01-27,Apple,Nagpur,1969
2024-01-28,Apple,Nagpur,1994
2024-01-29,Apple,Nagpur,2015
2024-01-30,Apple,Nagpur,2010
2024-01-31,Apple,Nagpur,1995
2024-02-01,Apple,Nagpur,1979
2024-02-02,Apple,Nagpur,1987
2024-02-03,Apple,Nagpur,1969
2024-02-04,Apple,Nagpur,1983
2024-02-05,Apple,Nagpur,1968
2024-02-06,Apple,Nagpur,1985
2024-02-07,Apple,Nagpur,2005
2024-02-08,Apple,Nagpur,1988
2024-02-09,Apple,Nagpur,1996
2024-02-10,Apple,Nagpur,1977
2024-02-11,Apple,Nagpur,1989
2024-02-12,Apple,Nagpur,1975
2024-02-13,Apple,Nagpur,1958
2024-02-14,Apple,Nagpur,1960
2024-02-15,Apple,Nagpur,1950
2024-02-16,Apple,Nagpur,1941
2024-02-17,Apple,Nagpur,1955
2024-02-18,Apple,Nagpur,1977
2024-02-19,Apple,Nagpur,2000
2024-02-20,Apple,Nagpur,1989
2024-02-21,Apple,Nagpur,1975
2024-02-22,Apple,Nagpur,1960
2024-02-23,Apple,Nagpur,1949
2024-02-24,Apple,Nagpur,1973
2024-02-25,Apple,Nagpur,1993
2024-02-26,Apple,Nagpur,1980
2024-02-27,Apple,Nagpur,1997
2024-02-28,Apple,Nagpur,1977
2024-02-29,Apple,Nagpur,1992
2024-03-01,Apple,Nagpur,2013
2024-03-02,Apple,Nagpur,2016
2024-03-03,Apple,Nagpur,2031
2024-03-04,Apple,Nagpur,2014
2024-03-05,Apple,Nagpur,2014
2024-03-06,Apple,Nagpur,2023
2024-03-07,Apple,Nagpur,2030
2024-03-08,Apple,Nagpur,2052
2024-03-09,Apple,Nagpur,2059
2024-03-10,Apple,Nagpur,2074
2024-03-11,Apple,Nagpur,2080
2024-03-12,Apple,Nagpur,2102
2024-03-13,Apple,Nagpur,2085
2024-03-14,Apple,Nagpur,2075
2024-03-15,Apple,Nagpur,2078
2024-03-16,Apple,Nagpur,2093
2024-03-17,Apple,Nagpur,2106
2024-03-18,Apple,Nagpur,2088
2024-03-19,Apple,Nagpur,2079
2024-03-20,Apple,Nagpur,2059
2024-03-21,Apple,Nagpur,2059
2024-03-22,Apple,Nagpur,2059
2024-03-23,Apple,Nagpur,2076
2024-03-24,Apple,Nagpur,2056
2024-03-25,Apple,Nagpur,2063
2024-03-26,Apple,Nagpur,2073
2024-03-27,Apple,Nagpur,2061
2024-03-28,Apple,Nagpur,2063
2024-03-29,Apple,Nagpur,2064
2024-03-30,Apple,Nagpur,2083
2024-03-31,Apple,Nagpur,2072
2024-04-01,Apple,Nagpur,2064
2024-04-02,Apple,Nagpur,2077
2024-04-03,Apple,Nagpur,2067
2024-04-04,Apple,Nagpur,2079
2024-04-05,Apple,Nagpur,2081
2024-04-06,Apple,Nagpur,2062
2024-04-07,Apple,Nagpur,2064
2024-04-08,Apple,Nagpur,2075
2024-04-09,Apple,Nagpur,2076
2024-04-10,Apple,Nagpur,2085
2024-04-11,Apple,Nagpur,2106
2024-04-12,Apple,Nagpur,2105
2024-04-13,Apple,Nagpur,2111
2024-04-14,Apple,Nagpur,2092
2024-04-15,Apple,Nagpur,2112
2024-04-16,Apple,Nagpur,2122
2024-04-17,Apple,Nagpur,2110
2024-04-18,Apple,Nagpur,2121
2024-04-19,Apple,Nagpur,2134
2024-04-20,Apple,Nagpur,2122
2024-04-21,Apple,Nagpur,2133
2024-04-22,Apple,Nagpur,2141
2024-04-23,Apple,Nagpur,2164
2024-04-24,Apple,Nagpur,2171
2024-04-25,Apple,Nagpur,2177
2024-04-26,Apple,Nagpur,2177
2024-04-27,Apple,Nagpur,2165
2024-04-28,Apple,Nagpur,2153
2024-04-29,Apple,Nagpur,2133
2024-04-30,Apple,Nagpur,2114
2024-05-01,Apple,Nagpur,2112
2024-05-02,Apple,Nagpur,2094
2024-05-03,Apple,Nagpur,2085
2024-05-04,Apple,Nagpur,2102
2024-05-05,Apple,Nagpur,2113
2024-05-06,Apple,Nagpur,2121
2024-05-07,Apple,Nagpur,2126
2024-05-08,Apple,Nagpur,2139
2024-05-09,Apple,Nagpur,2122
2024-05-10,Apple,Nagpur,2118
2024-05-11,Apple,Nagpur,2105
2024-05-12,Apple,Nagpur,2130
2024-05-13,Apple,Nagpur,2128
2024-05-14,Apple,Nagpur,2147
2024-05-15,Apple,Nagpur,2162
2024-05-16,Apple,Nagpur,2159
2024-05-17,Apple,Nagpur,2139
2024-05-18,Apple,Nagpur,2132
2024-05-19,Apple,Nagpur,2129
2024-05-20,Apple,Nagpur,2116
2024-05-21,Apple,Nagpur,2114
2024-05-22,Apple,Nagpur,2096
2024-05-23,Apple,Nagpur,2095
2024-05-24,Apple,Nagpur,2075
2024-05-25,Apple,Nagpur,2086
2024-05-26,Apple,Nagpur,2106
2024-05-27,Apple,Nagpur,2105
2024-05-28,Apple,Nagpur,2115
2024-05-29,Apple,Nagpur,2125
2024-05-30,Apple,Nagpur,2147
2024-05-31,Apple,Nagpur,2136
2024-06-01,Apple,Nagpur,2118
2024-06-02,Apple,Nagpur,2099
2024-06-03,Apple,Nagpur,2112
2024-06-04,Apple,Nagpur,2109
2024-06-05,Apple,Nagpur,2097
2024-06-06,Apple,Nagpur,2102
2024-06-07,Apple,Nagpur,2086
2024-06-08,Apple,Nagpur,2096
2024-06-09,Apple,Nagpur,2092
2024-06-10,Apple,Nagpur,2112
2024-06-11,Apple,Nagpur,2127
2024-06-12,Apple,Nagpur,2112
2024-06-13,Apple,Nagpur,2103
2024-06-14,Apple,Nagpur,2101
2024-06-15,Apple,Nagpur,2091
2024-06-16,Apple,Nagpur,2090
2024-06-17,Apple,Nagpur,2096
2024-06-18,Apple,Nagpur,2111
2024-06-19,Apple,Nagpur,2121
2024-06-20,Apple,Nagpur,2131
2024-06-21,Apple,Nagpur,2135
2024-06-22,Apple,Nagpur,2153
2024-06-23,Apple,Nagpur,2138
2024-06-24,Apple,Nagpur,2126
2024-06-25,Apple,Nagpur,2120
2024-06-26,Apple,Nagpur,2110
2024-06-27,Apple,Nagpur,2097
2024-06-28,Apple,Nagpur,2105
2024-06-29,Apple,Nagpur,2089
2024-06-30,Apple,Nagpur,2083
2024-07-01,Apple,Nagpur,2105
2024-07-02,Apple,Nagpur,2090
2024-07-03,Apple,Nagpur,2073
2024-07-04,Apple,Nagpur,2085
2024-07-05,Apple,Nagpur,2079
2024-07-06,Apple,Nagpur,2103
2024-07-07,Apple,Nagpur,2124
2024-07-08,Apple,Nagpur,2120
2024-07-09,Apple,Nagpur,2115
2024-07-10,Apple,Nagpur,2106
2024-07-11,Apple,Nagpur,2108
2024-07-12,Apple,Nagpur,2106
2024-07-13,Apple,Nagpur,2108
2024-07-14,Apple,Nagpur,2124
2024-07-15,Apple,Nagpur,2141
2024-07-16,Apple,Nagpur,2130
2024-07-17,Apple,Nagpur,2125
2024-07-18,Apple,Nagpur,2119
2024-07-19,Apple,Nagpur,2102
2024-07-20,Apple,Nagpur,2090
2024-07-21,Apple,Nagpur,2082
2024-07-22,Apple,Nagpur,2063
2024-07-23,Apple,Nagpur,2087
2024-07-24,Apple,Nagpur,2096
2024-07-25,Apple,Nagpur,2118
2024-07-26,Apple,Nagpur,2128
2024-07-27,Apple,Nagpur,2126
2024-07-28,Apple,Nagpur,2123
2024-07-29,Apple,Nagpur,2114
2024-07-30,Apple,Nagpur,2110
2024-07-31,Apple,Nagpur,2100
2024-08-01,Apple,Nagpur,2100
2024-08-02,Apple,Nagpur,2117
2024-08-03,Apple,Nagpur,2100
2024-08-04,Apple,Nagpur,2113
2024-08-05,Apple,Nagpur,2126
2024-08-06,Apple,Nagpur,2148
2024-08-07,Apple,Nagpur,2167
2024-08-08,Apple,Nagpur,2159
2024-08-09,Apple,Nagpur,2178
2024-08-10,Apple,Nagpur,2203
2024-08-11,Apple,Nagpur,2215
2024-08-12,Apple,Nagpur,2199
2024-08-13,Apple,Nagpur,2183
2024-08-14,Apple,Nagpur,2177
2024-08-15,Apple,Nagpur,2193
2024-08-16,Apple,Nagpur,2200
2024-08-17,Apple,Nagpur,2217
2024-08-18,Apple,Nagpur,2212
2024-08-19,Apple,Nagpur,2200
2024-08-20,Apple,Nagpur,2210
2024-08-21,Apple,Nagpur,2223
2024-08-22,Apple,Nagpur,2234
2024-08-23,Apple,Nagpur,2214
2024-08-24,Apple,Nagpur,2197
2024-08-25,Apple,Nagpur,2214
2024-08-26,Apple,Nagpur,2197
2024-08-27,Apple,Nagpur,2202
2024-08-28,Apple,Nagpur,2188
2024-08-29,Apple,Nagpur,2208
2024-08-30,Apple,Nagpur,2208
2024-08-31,Apple,Nagpur,2189
2024-09-01,Apple,Nagpur,2207
2024-09-02,Apple,Nagpur,2190
2024-09-03,Apple,Nagpur,2204
2024-09-04,Apple,Nagpur,2222
2024-09-05,Apple,Nagpur,2209
2024-09-06,Apple,Nagpur,2201
2024-09-07,Apple,Nagpur,2206
2024-09-08,Apple,Nagpur,2198
2024-09-09,Apple,Nagpur,2194
2024-09-10,Apple,Nagpur,2208
2024-09-11,Apple,Nagpur,2226
2024-09-12,Apple,Nagpur,2213
2024-09-13,Apple,Nagpur,2230
